AT,V,AP,RH,PE
282.28000000000003,390.4,1022.36,746,483.24
296.54,712.5,1005.22,937,435.68
306.45,681.4,1003.02,534.3,426.88
297.42,614.7,1007.84,808.5,448.66
291.28000000000003,397.2,1002.75,588.5,455.81
295.05,555,1018.85,602.7,456.52
300.67,679,1005.65,595.2,439.01
289.91,481.4,1012.92,657.4,456.31
285.92,367.1,1013.29,864,475.59
289.59000000000003,538.2,1015.4,631.5999999999999,462.09
302.16,703.1999999999999,1007.26,605.5,429.23
292.05,575,1016.21,939,451.42
299.73,593.9,1014.49,658.7,439.46
290.51,529,1015.42,699.7,458.66
301.33,648.4000000000001,1009.22,560.4,443.65
297.78000000000003,595.7,1010.45,853.6,440.67
286.77000000000004,402,1014.2,850.5,465.74
289.77000000000004,543,1017.99,637.6,459.59
280.04,393.7,1020.21,741.7,486.9
306.76,698.8,1007.4,425.09999999999997,435.99
300.53000000000003,592.1,1012.74,535.3,437.78
296.36,639.4,1013.56,802.3000000000001,446.11
299.28000000000003,712.5,999.8,884.7,430.6
288.33000000000004,442,1019.6,724.5,462.09
278.81,394.20000000000005,1024.7,785.1999999999999,482.11
288.90000000000003,369.90000000000003,1007.67,938,464.38
302.6,756,1018.12,506.8,437.31
293.27000000000004,694.5,1013.23,884.8000000000001,442.89
303.08,718.5,1008.43,666.4,426.82
302.40000000000003,729.9,1006.85,611.5,429.12
307.29,743.4000000000001,1000.19,435.6,434.23
292.62,587.9,1016.8,872.6,450.17
297.18,584.6,1015.71,701.5,442.03
285.86,430.20000000000005,1012.25,626.8,475.38
299.75,614.0999999999999,1012.35,544.2,451.4
300.24,656.1,1014.22,481.3,442.94
299.59000000000003,717.6999999999999,1006.68,814.5,430.12
301.46000000000004,657.0999999999999,1014.67,592.9,447.26
284.02000000000004,447.1,1021.38,582.2,484.63
302.69,694.8000000000001,1008.91,560.7,427.82
289.13,414.79999999999995,1017,557.3,456.31
297.42,704.7,1008.96,783.1,434.24
302.93,709.8000000000001,1007.82,775.9000000000001,436.32
297.2,646.9,1006.63,692,438.36
301.74,801.8000000000001,1011.36,891.8000000000001,431.55
287.12,402.40000000000003,1018.32,887.2,467.93
304.34000000000003,683,1014.86,391,430.48
282.93,438,1022.25,696.4,477.22
302.41,693.4000000000001,1009.76,586.4,435.32
282.68,383.8,1020.49,800.8,478.03
295.47,484.09999999999997,1008.68,791.1,445.36
284.70000000000005,423.40000000000003,1020.78,945.6,469.13
300.45,651.2,1016.24,448.7,442.78
290.27000000000004,682.8,1003.56,942.9000000000001,449.94
288,458.7,1009.37,846.5,462.67
283.48,406.9,1014.25,844.5999999999999,480.18
292.6,463.29999999999995,1013.39,995.1999999999999,452.82
285.31,408.1,1025.79,709.7,476.63
280.8,363,1016.5,655.1,482.56
277.46000000000004,385,1011.75,820.8,492.92
299.17,707.9000000000001,1004.21,791.2,428.72
299.24,602.9,1017.72,508.29999999999995,444.71
300.29,652.6999999999999,1013.26,551.7,441.68
295.82,582,1016.91,607.5,446.36
298.77000000000004,731.7,1011.65,864.5,430.56
295.48,598,1016.84,670.9000000000001,450.07
288.94,508.8,1014.58,999,460.19
301.96000000000004,649.5999999999999,1000.46,680.5,427.91
290.22,449,1020.74,701.8000000000001,460.19
295.26,598,1016.74,739,453.45
291.56,621,1020.4,781,457.14
302.05,712.5,1000.73,772.4,431.52
283.24,371.4,1012.99,725.9000000000001,473.66
300.24,735,1011.34,760.6,434.31
296.91,588.2,1011.75,773.4000000000001,444.57
304.26,690.5,1002.37,415.6,433.19
297.01,637.7,1014.6,823.7,440.58
288.24,408.9,1010.15,920,466.47
282.41,396.1,1021.18,845.8,480.38
288.98,527.5,1024.3,583.4000000000001,458.6
283.11,396.59999999999997,1015.23,829.8000000000001,480.6
293.06,511.9,1008,902.3000000000001,449.23
297.75,637.8,1017.25,603.3,448.65
302.53000000000003,749,1003.25,721.9,433.74
302.3,694.8000000000001,1008.68,557.8,430.54
304.18,695.9000000000001,1007.77,639.6,432.56
294.99,450.90000000000003,1013.94,461.1,450.88
279.43,430.20000000000005,1013.72,881.3,487.17
304.66,719.7,1007.84,711.8000000000001,430.11
286.39000000000004,391.59999999999997,1016.52,866.5999999999999,474.48
290.25,435.20000000000005,1020.3,705.1,461.51
305.47,679,1006.08,379.3,428.12
296.66,637.8,1016.1,697.9000000000001,446.58
286.73,407.5,1016.05,764.5,472.73
285.58000000000004,402.70000000000005,1007.08,615.6,470.92
289.52000000000004,396.4,1009.19,769.2,463.91
306.52,738.8,1005.8,479.4,436.76
292.07,622.6,1012.05,859.9,451.51
293.76,487.8,1020.8,850.5,449.38
303.35,736.7,1006.31,621.4,428.72
304.17,704,1006.24,778.6,431.37
290.79,577.6,1016.28,850.4000000000001,455.75
302,583.3,1013.78,413.9,444
295.55,709.4,1008.06,845.1999999999999,440.04
292.28000000000003,686.1,1010.65,949.2,448.69
293.32,560.3,1019.47,567.7,458.04
302.45,741.5999999999999,1007.72,819.2,431.32
278.85,406.2,1016.07,849.4,482.82
298.65000000000003,680.8,1011.13,728.6,436.07
289.21000000000004,474.5,1009.97,880.9000000000001,450.62
300.90000000000003,653.4000000000001,1014.8,459.09999999999997,440.83
295.93,624.4,1011.79,754.3000000000001,446.12
302.45,694.8000000000001,1010.1,536.9,429.42
281.16,400.20000000000005,1031.33,850.1,477.84
295.67,673.1999999999999,1011.4,662,443.49
302.83,643.3,1011.2,577.3,441.79
303.67,700.4000000000001,1010.62,544.7,431.14
285.69,408,1024.56,689.7,479.65
300.75,690.5,1003.87,420.09999999999997,436.08
291.63,464.79999999999995,1007.53,825.6999999999999,461.49
288.39000000000004,486,1007.08,864.9,459.85
277.56,420.7,1005.54,688.5,488.36
288.97,448.8,1018.59,788.8,461.9
297.8,724.3000000000001,1007.99,900.5,437.59
292.17,527.2,1025.44,519,461.57
296.47,691.3,1010.75,918.4000000000001,435.27
297.14,681.2,1012.92,706.8000000000001,437.14
283.27000000000004,399.6,1025.98,986.3,471.6
285.68,435.6,1014.8,740.5,469.23
304.07,595.7,1010.87,624.3,440.96
285.83000000000004,450.09999999999997,1013.86,832.6,448.69
287.27000000000004,394,1008.02,764.5,468.63
301.48,649.5999999999999,999.71,696.5999999999999,427.42
287.92,491.5,1020.56,802.6999999999999,467.72
302.15000000000003,707.2,1009.51,677.2,437.55
291.17,497.8,1003.86,1000.9000000000001,451.41
284.70000000000005,406,1014.44,870.6,475.14
288.46000000000004,527.5,1025.21,552.2,460.77
285.51,377.29999999999995,1021.36,654.5,470.39
284.26,375,1013.68,736.7,473.32
286.16,415.79999999999995,1020.82,784.0999999999999,464.64
290.73,396.3,1004.84,804.3000000000001,467.33
300.69,514.3,1012.3,548.2,439.8
302.94,771.7,1009.68,640,432.84
286.98,402,1013.28,904.4,465.53
305.2,772.4,1008.06,670.9000000000001,432.49
301.29,768.6,1000.7,701.7,434.68
307.26,735.6,1006.77,459.20000000000005,432.78
295.98,707.9000000000001,1006.36,920.6999999999999,438
294.19,474.3,1007.15,648.1999999999999,450.27
285.54,407.5,1016.05,819.0999999999999,475.96
300.85,722.4,1011.02,676,434.56
298.42,670.6999999999999,1006.34,663.5,445.81
282.67,412.59999999999997,1020.55,897.3000000000001,475.44
296.05,493,1003.45,809.5,441.77
288.01,431.4,1019.21,991.4,461.14
298.97,723.9,1003.4,863.3,432.98
288.29,442.1,1019.97,838.6,463.1
283.32000000000005,411.70000000000005,1018.58,877.2,478.04
300.59000000000003,655.9000000000001,1010.76,686.7,441.08
297.09000000000003,632.1,1013.52,831.2,440.15
298.31,743.3,1014.55,767,436.15
286.03000000000003,427.40000000000003,1026.25,745.4000000000001,470.89
305.02000000000004,673.1999999999999,1013.65,366.9,435.47
295.33000000000004,654.5999999999999,1016.74,540.2,447.92
282.56,415.4,1019.48,821.9,481.59
303.72,697.0999999999999,1008.94,599.9,439.38
301.31,709.8000000000001,1008.51,721.2,435.04
282.87,434.09999999999997,1016.25,763.9,474.1
285.05,391.59999999999997,1016.53,845.9000000000001,477.75
280.25,417.40000000000003,1022.25,910.6999999999999,484.12
284.62,402.70000000000005,1005.39,774,479.44
301.34000000000003,674.5,1013.97,497.59999999999997,434.77
280.70000000000005,436.5,1019.09,617.1,481.61
293.05,565.3,1020.52,780.5,456.48
285.6,405.6,1017.84,665.1999999999999,477.41
282.3,396.1,1018.11,752.9000000000001,474.88
287.53000000000003,406.59999999999997,1016.34,923.7,463.1
299.31,679,1005.81,610.2,444.06
295.78000000000003,456.1,1014.14,730.6,457.88
287.89000000000004,444.7,1028.29,678.7,462.92
290.17,448.5,1014.38,626.5999999999999,459.98
290.83000000000004,531.5999999999999,1013.09,827.9000000000001,456.86
282.08000000000004,404.6,1019.03,710,472.77
282.64000000000004,406.9,1015.09,913.1,476.67
296.63,729.9,1009.61,881.5999999999999,437.1
295.84000000000003,492.1,1012.64,468.29999999999995,449.01
285.8,443.40000000000003,1019.4,714.5,468.8
286.16,411.70000000000005,1017.26,762,469.48
295.71000000000004,474.3,1006.72,548.2,448.65
293.85,581.5999999999999,1016.73,681.9,453.22
294.24,509,1012.42,690.9000000000001,456.09
308.25,682.6999999999999,1006.96,435.09999999999997,426.3
287.58000000000004,382.8,1014.76,797.6,467.12
289.47,435.6,1014.4,597.7,463.57
285.36,406.4,1020.31,838.4000000000001,464.03
305.28000000000003,699.8000000000001,1013.3,558.5,431.84
298.83000000000004,703.1999999999999,1009.08,904.8000000000001,431.32
297.55,622.6,1011.62,701,439.06
279.56,408.1,1026.57,935.1,484.49
296.53000000000003,650.6,1014.12,593.6,443.8
303.36,753.3,1002.24,667.0999999999999,431.46
301.14,715.8,1010.68,689.9,435.99
304.23,595.7,1010.76,604.9,442.88
296.24,700.1999999999999,1010.58,778.5,443.27
294.18,690.5,1002.17,753.5,444.35
285.20000000000005,498.29999999999995,1008.54,951.1,454.18
287.88,543,1016.75,671.3,463.63
305.71000000000004,681.4,1004.02,350.4,425.11
291.99,407.9,1005.18,924.5999999999999,459.96
279.33000000000004,413.8,1020.23,813.8,490.81
287.5,393.9,1012.92,824.0999999999999,470.53
292.62,434.3,1011.66,699.3000000000001,451.38
300.07,731.7,1011.42,769.4,431.29
292.92,493.9,1019.02,910.3,451.05
300.07,624.4,1011.09,708,437.99
300.69,756,1018.26,578.9,440.87
291.90000000000003,411,1001.97,596,458.31
299.44,682.4,1010.71,769.5,429.71
300.31,656.1,1014.21,479.3,441.33
289.15000000000003,391.59999999999997,1016.37,776.3,468.49
283.53000000000003,377.29999999999995,1021.5,750.1999999999999,475.02
303.44,741.5999999999999,1008.77,752.3000000000001,431.39
297.84000000000003,717.3000000000001,1010.13,705.4000000000001,436.78
287.31,408.9,1010.78,828.6,471.15
295.11,514.3,1007.28,899.5999999999999,442.87
305.58000000000004,683.1,1010.09,422.2,439.75
301.14,698.9,1013.94,512.5,435.79
291.3,450.09999999999997,1013.06,724,455.21
281.98,435.6,1014.9,815.5,482.43
299.77000000000004,703.6,1005.15,849.9,441.28
306.11,683.1,1010.39,423.29999999999995,443.57
297.82,686.1,1010.71,574.7,450.64
298.15000000000003,697.0999999999999,1009.23,809.2,438.38
288.62,387.29999999999995,1001.13,776.1,467.96
290.51,412.29999999999995,998.08,634.6,459.1
286.69,406.9,1015.85,775.5,471.05
297.67,591.5,1014.03,748.3,439.55
282.88,385.6,1017.18,618.1,479.78
293.75,651.2,1015.53,715.6999999999999,452.86
294.01,637.3,1008.54,968.3,440.42
293.52000000000004,694.8000000000001,1011.04,843.1,445.81
290.73,449,1020.52,714.8000000000001,459.78
292.19,518.6,1018.05,790.1,458.64
305.96000000000004,771.7,1009.17,531.3000000000001,430.53
294.88,690.5,1001.31,866.4,439.01
295.44,568.9,1014.39,848.9,441.9
302.54,711.4,1010.97,538.8000000000001,430.5
293.23,581.1999999999999,1015.53,808.4000000000001,455.85
289.66,518.6,1022.37,811.8000000000001,442.48
287.62,429.90000000000003,1009.78,911.5,469
290.52000000000004,405.5,1001.19,714.2,460.97
290.18,439.90000000000003,1021.5,823.1999999999999,460.25
299.06,670.6999999999999,1005.66,601.1999999999999,441.74
279.18,407.8,1025.53,986.8000000000001,480.36
305.05,734.2,1010.82,605.8,432.27
293.18,474.5,1009.04,775.6,450.6
286.95000000000005,450.79999999999995,1023.99,797.2,466.71
288.67,419.3,1022.97,529.2,471.97
296.83000000000004,513,1011.86,712.4,451.67
296.40000000000003,703.1999999999999,1009.28,865.1999999999999,437.96
297.73,490.20000000000005,1008.85,793.1999999999999,442.47
281.45000000000005,363,1015.97,606.1999999999999,480.58
282.42,420.20000000000005,1004.29,950.5,474.93
303.86,682.4,1006.15,341.5,429.41
303.66,709.4,1007.64,594.2,430.91
301.8,703.1999999999999,1008.46,581.3000000000001,433.45
294.53000000000003,492.1,1012.49,537.7,449.66
293.12,592.1,1017.87,834.5999999999999,450.41
292.53000000000003,549,1017.08,704.5999999999999,454.1
290.92,446,1016.97,542.5,460.13
280.19,417.40000000000003,1021.91,885.5,488.99
303.45,695.1,1011.8,504.3,431.12
288.06,433.40000000000003,1015.15,815.6,461.27
300.02,692.3000000000001,1012.71,545.4,433.89
292.01,514.3,1010.27,860,446.91
293.92,437.70000000000005,1010.76,631.1999999999999,453.46
285.35,447.70000000000005,1018.64,761,469.41
289.32,417.9,1005.78,788,454.72
284.84000000000003,357.59999999999997,1019.02,556,471.72
282.32000000000005,406.70000000000005,1019.03,662.0999999999999,487.33
283.97,420.20000000000005,996.03,993.4000000000001,475.46
296.23,484.09999999999997,1008.44,823.5,443.5
285.89000000000004,391.3,1008.19,948.1,468.57
300,571.9,1007.9,600.4,438.01
287.17,428.6,1030.86,683.6,467.29
287.72,417.9,1007.61,828.5,457.21
289.90000000000003,422.29999999999995,1013.81,849.8000000000001,464.87
300.32,630.9000000000001,1015.59,683.3,443.66
300.64,719.4,1008.25,682.9000000000001,428.27
284.85,411.59999999999997,1017.98,957.0999999999999,462.94
297.52000000000004,734.2,1010.19,760.1,440.29
299.29,610.2,1010.13,667.0999999999999,436.17
282.39000000000004,414,1030.72,873.6,476.9
287.24,416.59999999999997,1009.25,714,469.93
283.76000000000005,375,1008.8,1001.3,472.9
301.87,768.6,999.31,717.4,431.74
300.1,722.4,1011.16,731.4,435.65
287.04,414.90000000000003,1020.02,864.7,469.6
294.13,474.3,1007.39,681.5,450
297.89,638.6999999999999,1016.91,556.5,447.02
289.27000000000004,458.7,1008.15,861.2,457.41
294.16,589.6,1014.33,618,453.88
279.67,355.7,1025.37,783.1999999999999,486.06
286.29,437.1,1024.47,874.2,467.07
287.08000000000004,444.7,1025.35,815.4000000000001,469.25
287.61,458.7,1009.21,840.9000000000001,464.5
283.12,412.59999999999997,1020.6,911.4,475.43
288.24,431.3,1015.71,543.6,466.87
298.78000000000003,715.8,1010.14,875.6999999999999,433.76
297.32,715.8,1010.16,899.5999999999999,436.27
291.75,435.6,1013.9,511.59999999999997,464.67
304.2,691.3,1000.38,584.9,426.31
283.34000000000003,371.4,1012.74,734.8000000000001,475.01
286.41,417.8,1009.77,616.9,467.78
289.06,711.4,1019.7,726.5,458.15
281.94,406.70000000000005,1019.5,663,489.02
304.03000000000003,678.3,1008.97,549.9,425.36
294.13,600.7,1016.26,671.8000000000001,446.26
298.84000000000003,573.2,1012.34,441.8,441.43
296.8,599.2,1010.19,895.3,436.74
288.63,449.90000000000003,1011.94,699.5,463.92
283.79,396.1,1018.33,668.1,471.48
287.63,389.20000000000005,1015.6,900.5,470.63
283.62,431.4,1010.35,868.6,476.55
289.35,457.59999999999997,1014.73,898.4000000000001,460.87
287.5,498.29999999999995,1006.39,912.3000000000001,462.54
302.94,693.4000000000001,1008.82,651.3,434.74
302.79,542,1013,395.6,438.12
298.17,602.9,1017.49,547.5,445.61
296.76,491.59999999999997,1002.39,656.3,443.5
292.74,598.6999999999999,1018.28,848.3,449.74
296.38,568.9,1012.87,754.3000000000001,441.85
282.56,435,1021,887.4,473.84
279.78000000000003,393.7,1020.33,761.8000000000001,489.16
301.04,698.8,1007.99,856.2,430.75
295.69,519.5,1007.29,792.8,447.29
287.15000000000003,408,1026.17,548.2,474.87
280.02000000000004,398.5,1012.66,833.4000000000001,486.26
303.62,700.1999999999999,1009.65,620.3,435.72
300.48,689.4,1007.04,618.3,431.96
303.47,742.2,1008.31,531.4,429.36
290.28000000000003,437.9,1016.09,589.4,465.3
299.45,719.4,1006.64,851.2,428.83
290.70000000000005,487.8,1016.81,912.6999999999999,455.11
296.41,582,1016.72,579.8,446.87
281.22,411.70000000000005,1019.4,864.3000000000001,484.54
297.6,686.3,1013.38,453.5,446.33
291.56,496.9,1006.66,805.5,454.97
291.37,582,1017.09,819.2,451.04
289.69,428.6,1014.85,780,465.26
303.16,651.8000000000001,1012.87,439.5,436.91
302.34000000000003,675.1,1011.48,555.5,446.97
287.73,419.20000000000005,1030.42,619.6,462.69
292.56,644.5,1009.44,640.5,452.55
292.1,654.8000000000001,1018.17,718.5,452.85
284.51000000000005,407.5,1016.34,851.9,477.5
296.94,584.9,1011,753.9,445.87
289.70000000000005,419.3,1022.71,427.29999999999995,466.77
294.58000000000004,591.4,1015.91,644,448.51
292.13,601,1010.09,853.4000000000001,453.37
289.53000000000003,555,1019.8,824.4,464.58
296.41,592.1,1017.71,671.5999999999999,442.38
295.70000000000005,698.4000000000001,1006.57,762.9000000000001,438.54
283.16,407.8,1023.71,881.1,470.82
296.48,542,1012.47,794.8000000000001,440.11
294.04,686.3,1012.6,695.1999999999999,452.05
282.09000000000003,420.7,1018.9,859.3000000000001,473.34
301.76,698.4000000000001,1004.02,672.6,428.25
287.06,402.40000000000003,1017.03,859.3000000000001,466.24
305.36,718.5,1008.25,580.9000000000001,429.15
288.49,435,1021.18,794.4,459.77
300.15000000000003,693.4000000000001,1008.88,744,439.26
279.94,385,1012.61,724.5999999999999,488.69
282.16,407.70000000000005,1022.37,903,470.84
291.07,442,1018.97,538,455.37
282.20000000000005,406.70000000000005,1015.57,754.8000000000001,486.55
297.32,731.8000000000001,1011.72,861,437.27
300.07,637.3,1010.29,686,440.35
283.32000000000005,414.6,1019.34,830.4000000000001,480.13
283.81,375,1009.42,958.6,472.86
305.63,698.9,1013.98,463.9,434.13
302.2,682.4,1007.88,426.70000000000005,433.92
306.06,736.8000000000001,1014.49,506.2,426.28
279.25,400.7,1020.21,672.4,494.43
298.26,632.1,1012.21,835.8,443.43
281.04,711.4,1018.4,864.9,474.66
295.97,699.4,1004.65,734.7,437.32
287.28000000000003,434.09999999999997,1015.26,556.3000000000001,461.96
282.47,363,1027.9,770.1999999999999,478.55
285.01,405.5,1019.82,914.5,473.31
283.20000000000005,404.6,1018.71,673.8,469.06
284.37,402.2,1011.01,816.7,476.7
304.83,707.9000000000001,1004.05,545,429.55
282.49,407.70000000000005,1012.14,908.1,477.36
297.16,671.7,1007.44,868.7,443.09
288.01,447.1,1018.3,494.6,466.38
281.89000000000004,363,1015.18,619.7,438.63
289.70000000000005,461.8,1009.97,965.4000000000001,455.8
300.8,484.09999999999997,1008.54,582.5,440.94
283.25,411.70000000000005,1019.18,848.7,479.95
301.90000000000003,648.4000000000001,1009.61,582.4,441.3
291.47,450,1022.67,463.8,471.43
301.77,682.4,1010.15,693.1,428.08
284.61,391,1010.17,1001.5,470.55
287.07,434.09999999999997,1015.12,616.4,464.76
296.04,747.8,1009.79,815.6999999999999,443.7
294.28000000000003,474.3,1006.97,642.6,448.83
297.93,689.4,1007.29,705.6,435.93
290.18,478.29999999999995,1004.94,796.8000000000001,460.43
298.56,651.2,1016.01,533.9,442.86
294.62,609.3,1006.46,878.3,442.75
283.95000000000005,413.9,1019.74,740.8,478.75
284.82,361.8,1016.03,614.4,472.76
294.63,474.3,1006.88,635.4,449.2
297.3,646.3,1020.72,580.6,448.87
289.68,461.8,1010.2,954.2,458.67
295.25,681.2,1012.71,797.6999999999999,440.08
289.37,508.8,1014.33,1000.9000000000001,454.94
287.05,402,1013.13,899.0999999999999,464.17
303.76,771.7,1009.49,731.9,430.46
279.05,458.7,1013.25,870,481.27
278.82000000000005,458.7,1008.91,932.9000000000001,478.44
298.67,719.8000000000001,1006.89,869.4,433.42
295.40000000000003,665.4000000000001,1004.64,891.5,437.19
301.49,637.7,1013.7,611.3000000000001,439.75
306.02,713.1999999999999,1004.36,546.9,433.15
282.99,407.2,1022.21,777.9000000000001,477.52
288.95000000000005,538.2,1015.87,684.8000000000001,463.09
295.11,718.5,1009.38,759.8000000000001,441.52
281.54,363,1015.39,622.3,479.57
285.70000000000005,395.79999999999995,1010.68,769,472.31
297.52000000000004,656.1,1014.5,656.7,443.13
306.58000000000004,698.8,1006.86,448.40000000000003,435.59
286.19,410.4,1026.27,697.5,464.91
286.67,393.9,1012.91,840.3,474.82
284.61,389.09999999999997,1012.34,773.7,477.5
292.90000000000003,573.2,1010.76,792.9000000000001,443.63
280.34000000000003,393.7,1019.67,707.6999999999999,480.4
299.91,709.8000000000001,1007.64,905.1,437.83
306.01,664.4,1010.98,449.90000000000003,429.32
290.56,405.5,1003.91,768.7,461.47
299.68,656.1,1014.29,509,442.64
302.97,697.5,1010.09,650.1999999999999,442.6
303.71000000000004,691.4,1007.49,710,432.26
287.07,435,1021.14,884.4,461.45
293.09000000000003,385.20000000000005,1018.4,559,450.48
294.18,447.8,1007.99,368.2,459.72
284.85,411.59999999999997,1019.58,874.9,464.12
290.09000000000003,505.90000000000003,1018.75,942.2,460.64
299.21000000000004,678.3,1009.26,663.7,432.28
288.54,422.8,1007.35,813.5,467.3
284.13,375,1011.12,975.1,472.34
301.56,741.5999999999999,1010.29,720.9000000000001,439.2
278.03000000000003,402.70000000000005,1012.66,745.1,491.29
279.73,406.70000000000005,1020.18,710.6999999999999,494.84
286.94,400,1016.02,701.7,461.16
300.31,713.1999999999999,1007.81,890.6999999999999,430.53
289.45000000000005,411.59999999999997,1007.88,766.1,463.47
296.19,638.6,1019.83,597.8,446.22
298.89,653.8,1009.6,543.4000000000001,452.94
297.46000000000004,440.5,1006.16,733,442.69
296.58000000000004,692.3000000000001,1013.09,634.8,441.6
288.06,469,1019.59,981,461.73
304.43,750.8,1005.39,495.3,438.63
298.99,678.3,1009.26,595.5,433.32
297.72,498.2,1016.82,652.5,452.3
286.57,480.4,1011.63,993.1999999999999,461.36
298.46000000000004,655.9000000000001,1011.16,797.0999999999999,440.96
295.93,599.2,1011.28,887.8,440.87
293.34000000000003,588.6,1014.3,716.4,450.67
291.13,396.3,1005.42,821.2,466.69
286.83000000000004,417,1019.19,840.6999999999999,464.46
280.68,417.40000000000003,1022.45,908.5,487.25
286.70000000000005,407.1,1019.13,754.4,467.21
281.81,401.1,1032.86,753.1,479.76
296.2,686.7,1006.69,764.3000000000001,447.34
290.85,497.8,1005.19,1000.9000000000001,451.24
303.2,569,1007.02,419.6,437.55
292.97,639,1013.19,789.5999999999999,449.61
292.25,565.3,1020.18,763.8,455.52
290.62,435.6,1014.15,547.1,460.87
299.46000000000004,637.7,1014.15,693.6,440.1
283.09000000000003,404.6,1018.9,685.1,473.74
300.16,712.5,1000.46,879.5,431.38
294.16,511.9,1008.44,814.9,446.2
308.12,735.6,1006.57,446.9,435.15
295.66,686.3,1015.1,571.9,450.75
294.18,674.5,1015.01,685.9000000000001,447.11
296.75,571.7,1009.84,742.6999999999999,446.05
278.77000000000004,436.5,1017.9,774.3000000000001,481.69
294.31,654.8000000000001,1016.99,727.9000000000001,446.37
295.04,586.1999999999999,1016.15,745.9000000000001,450.05
282.81,400.5,1015.78,890.6,481.14
281.48,380.79999999999995,1018.94,737.8,481.89
280.47,412.2,1015.42,972.5,484.21
294.26,416.70000000000005,1012.44,528.6,460.33
289.79,489.20000000000005,1011.55,787.6,452.56
284.72,415.4,1020.13,691.4,476.89
302.38,756,1017.72,522.6,438.92
305.52,678.3,1008.32,573.9,426.76
299.32,588.6,1014.52,512.8,443.69
281.79,416.59999999999997,1014.14,804.4,481.89
299.06,756,1018.23,626.5,443.2
298.17,599.2,1009.9,762.6999999999999,436.64
299.11,680.8,1010.86,670.6999999999999,435.84
298.65000000000003,592.7,1012.92,688.8,442.65
288,450.09999999999997,1013.12,855.3,460.19
292.21000000000004,446.3,1004.23,844.3000000000001,456.54
288.37,416.70000000000005,1013.18,671.7,469.93
299.22,713.7,1008.6,794.8000000000001,439.25
280.77000000000004,447.1,1020.56,699.5999999999999,486.07
290.09000000000003,496.4,1024.43,692.2,459.25
299.33000000000004,691.4,1006.54,859.5,436
295.06,487,1006.89,839.7,449.8
296.39,637.8,1017.1,638,446.95
295.63,500.5,1005.55,823.6,442.56
285.95000000000005,411.59999999999997,1022.43,861.9,462.72
299.32,665.4000000000001,1002.23,756,433.81
302.86,731.8000000000001,1012.35,630.6,427.04
289.40000000000003,581.5999999999999,1018.34,785.9000000000001,458.31
295.27000000000004,479.3,1005.5,844.7,443.41
296.21000000000004,639,1013.54,652.8,447.36
286.61,398.5,1012.76,729.4,472.5
301.72,514.3,1012.02,477.9,450.04
283.46000000000004,381.8,1018.02,701,476.31
301.62,692.3000000000001,1013.18,407.29999999999995,434.12
281.5,407.70000000000005,1011.77,902.5,478.82
297.57,573.2,1011.46,559.2,443.94
298.79,500.5,1006.97,677.2,440.86
280.84000000000003,399.6,1023.9,891.8000000000001,478.05
288.77000000000004,408.9,1007.01,792.0999999999999,466.15
291.89,450.90000000000003,1014.24,415.4,456.25
293.27000000000004,659.4,1009.93,762.4,447.46
291,481.4,1017.16,866.8000000000001,451.9
290.36,529,1019.91,773.1,460.88
294.14,670.6999999999999,1005.17,824.0999999999999,442.02
290.84000000000003,463.6,1019.55,866.4,462.81
285.19,382.5,1013.08,824.5,472.13
302.22,716.4,1006.07,695.3,440.51
294.96000000000004,654.5999999999999,1013.97,521.5999999999999,444.66
282.63,408,1023.82,789.8000000000001,485.36
305.33000000000004,697.5,1009.94,529.0999999999999,438.26
296.63,602.3,1011.91,794.8000000000001,437.44
300.97,760.9000000000001,1007.83,760.6999999999999,434.52
298.41,743.3,1014.79,795.6,433.49
287.27000000000004,429.90000000000003,1007.13,781.5999999999999,468.45
296.29,602.7,1018.51,805.4000000000001,442.59
290.89,508.8,1015.56,897.8,457.71
281.5,437.9,1016.2,852.3000000000001,484.21
293.5,686.1,1011.17,866.9,450.89
288.79,442.1,1020.17,832.8,462.42
282.47,366.59999999999997,1027.46,707.6,479.13
302.43,657.0999999999999,1013.76,480.5,445.49
280.67,396.1,1018.61,789.5999999999999,481.54
302.23,677.9000000000001,1010.91,559.6,442.78
280.70000000000005,428.5,1011.21,932.5,484.93
299.66,445.7,1007.56,522.3,445.32
299.67,639.4,1018.23,424.09999999999997,440.47
281.22,411.70000000000005,1019.4,864.3000000000001,484.54
298.5,632.1,1012.31,801.5999999999999,442.23
285.04,406.4,1021.29,971.5999999999999,476.99
293.34000000000003,668.6,1012.97,647,454.84
293.19,489.20000000000005,1011.14,689.2,447.89
283.47,392.8,1016.56,941.3,478.88
285.16,414.79999999999995,1017.75,666.7,469.08
296.23,618.6,1013.44,846.4,441.44
292.96000000000004,665.4000000000001,1013.88,800.9000000000001,449.07
297.25,712.9000000000001,1007.96,675.6,442.8
287.62,395.79999999999995,1011.31,698.5,467.34
305.40000000000003,775.4000000000001,1010.46,545.7,430.86
282.66,408.1,1015.69,825.1999999999999,475.29
285.78000000000003,414.79999999999995,1009.61,876.9,461.09
304.06,762,1008.53,580.8,434.94
281.53000000000003,392.2,1015.03,751.4,478.82
295.78000000000003,571.7,1009.83,774.3000000000001,433.54
278.86,407.70000000000005,1022.49,879,487.48
286.24,436.70000000000005,1012.22,919.0999999999999,474.45
295.87,624,1010.28,807.9000000000001,445.22
296.82,722.4,1011.22,904.5,435.94
291.34000000000003,439.6,1011.87,796.8000000000001,464.58
